sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
m;comercio;variedades;buenos aires;2;9;2017-05-23;3500000;microempresarial
m;industria;fabrica de;cabecera san antonio ;3;80;2018-03-15;3500000;microempresarial
f;industria;fabrica de;buenos aires;3;9;2016-12-22;6500000;microempresarial
f;comercio;cafeteria;la milagrosa;3;9;2017-06-30;3000000;microempresarial
f;servicio;recreativo educativo;doce de octubre no.1;2;6;2019-05-02;18000000;microempresarial
f;servicio;peluqueria;enciso;2;8;2018-11-23;7000000;microempresarial
f;comercio;venta de calzado;robledo;2;7;2016-06-01;3000000;microempresarial
f;comercio;variedades;centro admtivo;3;10;2017-02-02;7377000;microempresarial
f;comercio;variedades;santa cruz;2;2;2017-08-09;7300000;microempresarial
f;comercio;almacen de ropa en;boston;3;10;2017-10-12;7000000;microempresarial
f;comercio;tienda;carpinelo;1;1;2017-06-12;6000000;microempresarial
m;comercio;fabrica de calzado;buenos aires;1;9;2018-11-16;6000000;microempresarial
f;industria;fabrica de;popular;1;1;2018-03-12;7000000;microempresarial
f;comercio;tienda;doce de octubre no.1;2;6;2018-01-30;3500000;microempresarial
f;servicio;lavadero de;el salvador;3;9;2018-01-31;7000000;microempresarial
f;servicio;publicidad y;aranjuez;3;4;2017-10-13;6000000;microempresarial
f;comercio;distribuidora de;cabecera san cristobal;2;60;2018-08-24;6000000;microempresarial
m;comercio;papeleria;las palmas;3;90;2018-08-01;4000000;microempresarial
m;comercio;almacen de ropa en;san diego;2;10;2017-01-17;5000000;microempresarial
f;servicio;peluqueria;la francia;2;2;2018-03-20;7800000;microempresarial
m;comercio;variedades;altavista;2;70;2018-06-22;7800000;microempresarial
f;servicio;restaurante;guayabal;3;15;2016-07-15;6890000;microempresarial
f;comercio;distribuidora de;el salado;1;13;2018-08-16;4000000;microempresarial
m;industria;fabrica de;la floresta;3;12;2016-03-10;6800000;microempresarial
m;comercio;drogueria;bosques de san pablo;2;7;2017-03-03;7000000;microempresarial
f;comercio;fabrica de alimentos;san javier no.1;2;13;2018-05-30;5000000;microempresarial
m;comercio;comidas rapidas;bombona no. 1;3;10;2017-06-27;2500000;microempresarial
f;servicio;variedades;picacho;1;6;2019-04-04;4500000;microempresarial
m;servicio;distribuidora de;barrio caicedo;1;9;2016-11-22;6000000;microempresarial
f;comercio;comidas rapidas;florencia;3;5;2017-05-09;7000000;microempresarial
f;comercio;variedades;campo alegre;3;12;2019-03-11;4000000;microempresarial
f;comercio;almacen de ropa en;robledo;3;7;2017-06-29;7000000;microempresarial
m;servicio;barberia;castilla;3;5;2019-05-07;8000000;microempresarial
f;comercio;tienda;nuevos conquistadores;1;13;2018-05-15;7000000;microempresarial
m;servicio;taller de mecanica;guayabal;3;15;2018-01-24;3000000;microempresarial
m;comercio;variedades;florencia;3;5;2018-02-05;7800000;microempresarial
m;comercio;granero;llanaditas;1;8;2017-04-26;4400000;microempresarial
m;comercio;tienda de helados;florencia;3;5;2016-03-15;6890000;microempresarial
m;industria;fabrica de;santander;2;6;2017-08-17;7370000;microempresarial
m;servicio;mantenimiento en;castilla;3;5;2019-01-23;8200000;microempresarial
f;comercio;ferreteria;belencito;2;13;2018-05-22;7800000;microempresarial
f;comercio;cafeteria;barrio caicedo;1;9;2018-02-02;7360000;microempresarial
f;comercio;comidas rapidas;robledo;2;7;2017-11-20;4400000;microempresarial
f;comercio;tienda;villa hermosa;2;8;2018-04-09;7800000;microempresarial
m;comercio;fabrica de muebles;santander;2;6;2017-05-12;5000000;microempresarial
f;servicio;fabrica de;san javier no.1;1;13;2018-02-22;3000000;microempresarial
m;comercio;tienda;andalucia;2;2;2017-03-17;7377000;microempresarial
m;comercio;variedades;la america;3;12;2018-02-15;1000000;microempresarial
m;comercio;variedades;la frontera;3;2;2018-05-04;7800000;microempresarial
m;servicio;productos de belleza;popular;2;1;2018-11-02;7800000;microempresarial
m;industria;fabrica de;santo domingo savio ;1;1;2017-05-12;7377000;microempresarial
f;comercio;variedades;belencito;1;13;2016-03-04;6000000;microempresarial
f;comercio;almacen de ropa en;popular;2;1;2018-04-03;16720000;microempresarial
f;industria;venta de calzado;aranjuez;2;4;2017-04-03;7000000;microempresarial
f;comercio;variedades;centro admtivo;3;10;2018-01-25;3500000;microempresarial
f;comercio;comidas rapidas;barrio caicedo;1;9;2018-07-27;1200000;microempresarial
m;industria;venta de repuestos;cabecera san antonio ;3;80;2017-07-04;700000;microempresarial
m;comercio;variedades;tricentenario;2;5;2018-07-03;2000000;microempresarial
f;comercio;almacen de ropa en;santa cruz;2;80;2017-06-06;6000000;microempresarial
f;comercio;almacen de ropa en;santo domingo savio ;1;1;2017-08-31;6000000;microempresarial
m;industria;fabrica de;cabecera san cristobal;2;60;2017-02-23;3500000;microempresarial
f;comercio;fabrica de productos;pedregal;3;6;2016-08-03;6890000;microempresarial
f;industria;fabrica de;pajarito;2;7;2018-11-15;2000000;microempresarial
m;comercio;variedades;la milagrosa;2;9;2018-06-12;7300000;microempresarial
f;servicio;peluqueria;santa ines;1;3;2018-04-27;4000000;microempresarial
f;comercio;tienda;cabecera san antonio ;2;80;2017-06-14;2000000;microempresarial
f;comercio;almacen de ropa en;la francia;2;2;2018-01-22;7800000;microempresarial
f;comercio;ferreteria;santa cruz;2;2;2017-08-04;5000000;microempresarial
f;industria;fabrica de;manrique central no. 2;1;3;2016-09-13;6890000;microempresarial
m;servicio;barberia;manrique central no. 1;3;4;2018-05-11;7800000;microempresarial
f;industria;fabrica de;robledo;2;7;2016-09-09;6000000;microempresarial
f;comercio;tienda;aranjuez;2;4;2017-10-31;7377000;microempresarial
m;servicio;fabrica de juegos;popular;1;1;2016-11-17;6890000;microempresarial
f;comercio;comidas rapidas;manrique oriental;3;3;2017-03-06;6000000;microempresarial
f;comercio;variedades;manrique central no. 1;2;4;2016-09-09;6900000;microempresarial
f;industria;fabrica de;santander;2;6;2017-07-04;7300000;microempresarial
f;servicio;restaurante;popular;2;1;2016-09-05;6890000;microempresarial
f;comercio;marroquineria;francisco antonio zea;3;5;2017-03-17;6000000;microempresarial
f;comercio;comidas rapidas;manrique central no. 1;3;4;2017-11-23;7370000;microempresarial
f;comercio;variedades;castilla;3;5;2017-06-02;3000000;microempresarial
f;comercio;comidas rapidas;doce de octubre no.1;2;6;2018-01-29;2000000;microempresarial
f;comercio;tienda;popular;2;1;2016-11-03;6890000;microempresarial
m;industria;fabrica de calzado;castilla;3;5;2018-08-10;7800000;microempresarial
f;servicio;peluqueria;santa cruz;2;2;2018-11-22;7800000;microempresarial
m;comercio;fabrica de alimentos;manrique oriental;2;3;2019-02-13;8000000;microempresarial
f;servicio;variedades;buenos aires;2;9;2018-11-23;7000000;microempresarial
f;servicio;tienda;la francia;2;2;2017-09-04;5000000;microempresarial
f;comercio;almacen de ropa en;olaya herrera;1;7;2016-03-08;6000000;microempresarial
f;comercio;licorera;robledo;2;7;2017-11-21;7000000;microempresarial
f;servicio;peluqueria;santa fe;3;15;2018-03-22;5000000;microempresarial
m;comercio;ferreteria;cabecera san antonio ;2;80;2017-05-30;7370000;microempresarial
f;comercio;productos de belleza;robledo;2;7;2018-06-05;6000000;microempresarial
f;comercio;variedades;buenos aires;3;9;2018-11-06;3000000;microempresarial
m;comercio;fabrica de helados;altavista;2;16;2017-09-28;5000000;microempresarial
f;industria;fabrica de;manrique central no. 2;2;3;2016-05-11;6000000;microempresarial
f;servicio;peluqueria;cabecera san antonio ;3;80;2016-06-01;3500000;microempresarial
m;industria;deposito de;villa hermosa;2;8;2018-05-10;7500000;microempresarial
m;comercio;variedades;enciso;1;8;2018-06-14;3000000;microempresarial
f;servicio;peluqueria;san javier no.1;2;13;2018-11-09;5000000;microempresarial
f;industria;fabrica de;santa cruz;2;2;2016-09-14;6000000;microempresarial
f;comercio;almacen de ropa en;la milagrosa;3;9;2018-05-08;5000000;microempresarial
f;comercio;comidas rapidas;moravia;2;4;2018-06-12;2000000;microempresarial
m;comercio;lavadero de;palermo;2;4;2018-04-23;5000000;microempresarial
f;servicio;publicidad y;manrique central no. 2;2;3;2016-11-10;6890000;microempresarial
m;comercio;montallantas;aranjuez;2;4;2017-08-18;7377000;microempresarial
f;comercio;tienda;cabecera san antonio ;2;80;2016-07-12;5000000;microempresarial
f;comercio;tienda;manrique central no. 1;2;4;2018-08-01;5000000;microempresarial
f;comercio;variedades;campo valdes no. 1;3;4;2018-08-16;7500000;microempresarial
f;comercio;venta de calzado;cabecera san antonio ;2;80;2017-01-31;7377000;microempresarial
f;servicio;comidas rapidas;san javier no.1;2;13;2016-10-11;5000000;microempresarial
f;comercio;almacen de ropa en;enciso;2;8;2018-10-03;6000000;microempresarial
f;comercio;comidas rapidas;manrique central no. 2;2;3;2018-09-17;4000000;microempresarial
f;comercio;marqueteria;cristo rey;3;15;2017-06-13;7377000;microempresarial
f;comercio;variedades;playon de los ;1;2;2018-07-09;7800000;microempresarial
f;comercio;comidas rapidas;robledo;2;7;2017-10-12;7300000;microempresarial
m;comercio;billares;villatina;2;8;2017-06-22;2000000;microempresarial
m;comercio;panaderia;castilla;3;5;2017-11-23;7300000;microempresarial
f;servicio;restaurante;las violetas;2;16;2019-05-14;7000000;microempresarial
m;comercio;comidas rapidas;la milagrosa;2;9;2018-04-23;3500000;microempresarial
m;servicio;variedades;andalucia;2;2;2017-02-13;7300000;microempresarial
m;servicio;billares;buenos aires;3;9;2018-08-15;7800000;microempresarial
f;comercio;variedades;san javier no.1;2;13;2018-02-23;6000000;microempresarial
m;agropecuaria;fabrica de alimentos;robledo;3;7;2017-02-03;7377000;microempresarial
m;servicio;restaurante;francisco antonio zea;3;5;2017-10-12;7370000;microempresarial
f;comercio;tienda;pedregal;1;6;2017-04-07;4000000;microempresarial
m;servicio;comidas rapidas;belencito;3;13;2017-07-06;7370000;microempresarial
m;comercio;barberia;san antonio;3;8;2018-02-14;7800000;microempresarial
f;industria;fabrica de;belen;3;16;2017-06-29;6000000;microempresarial
m;industria;variedades;20 de julio;1;13;2016-12-30;6890000;microempresarial
m;comercio;comidas rapidas;granizal;2;1;2017-03-31;2700000;microempresarial
f;comercio;comidas rapidas;santo domingo savio ;1;1;2017-08-31;2200000;microempresarial
f;comercio;productos de belleza;enciso;1;8;2018-10-25;6000000;microempresarial
f;servicio;barberia;buenos aires;3;9;2017-02-09;7377000;microempresarial
f;industria;fabrica de;boston;2;10;2017-07-05;7300000;microempresarial
m;comercio;almacen de ropa en;la milagrosa;3;9;2018-11-02;7800000;microempresarial
f;comercio;tienda;cabecera san antonio ;2;80;2018-04-26;5000000;microempresarial
f;comercio;almacen de ropa en;san javier no.1;2;13;2017-05-08;7300000;microempresarial
f;comercio;comidas rapidas;cabecera san cristobal;1;60;2019-03-18;4000000;microempresarial
m;servicio;restaurante;santa elena central;3;90;2016-03-29;2000000;microempresarial
m;industria;variedades;manrique central no. 1;2;4;2018-03-15;4000000;microempresarial
m;comercio;comidas rapidas;robledo;2;7;2017-03-21;7370000;microempresarial
f;servicio;peluqueria;cabecera san antonio ;2;80;2019-03-21;8000000;microempresarial
f;comercio;almacen de ropa en;olaya herrera;1;7;2018-04-24;4600000;microempresarial
f;industria;fabrica de;belen;2;16;2016-05-31;6890000;microempresarial
f;comercio;almacen de ropa en;aranjuez;2;4;2016-07-13;6890000;microempresarial
f;comercio;papeleria;san german;2;7;2016-07-14;6300000;microempresarial
m;servicio;recreativo educativo;aranjuez;3;4;2016-08-05;6000000;microempresarial
f;comercio;variedades;robledo;3;7;2016-06-08;4000000;microempresarial
f;comercio;variedades;san pablo;2;1;2018-03-01;3000000;microempresarial
f;comercio;distribuidora de;enciso;2;8;2019-01-09;6000000;microempresarial
f;servicio;cafeteria;carpinelo;1;1;2018-04-24;7000000;microempresarial
m;industria;fabrica de;doce de octubre no.1;2;6;2016-08-08;6800000;microempresarial
f;comercio;tienda;villatina;1;8;2018-02-06;7000000;microempresarial
f;industria;fabrica de;buenos aires;3;9;2017-11-02;4700000;microempresarial
f;industria;fabrica de;enciso;2;8;2018-10-25;3000000;microempresarial
f;comercio;variedades;san pablo;1;1;2018-11-01;7000000;microempresarial
m;servicio;tienda;doce de octubre no.1;2;6;2017-08-16;7370000;microempresarial
f;servicio;peluqueria;la avanzada;1;1;2017-03-23;7300000;microempresarial
f;servicio;peluqueria;campo valdes no. 1;2;4;2018-07-05;7800000;microempresarial
f;comercio;variedades;manrique oriental;1;3;2017-07-12;7300000;microempresarial
f;comercio;variedades;trinidad;3;15;2018-06-01;4500000;microempresarial
f;industria;fabrica de;belencito;2;13;2018-02-08;7370000;microempresarial
f;servicio;peluqueria;doce de octubre no.1;2;6;2019-02-04;7000000;microempresarial
m;comercio;granero;granizal;2;1;2017-07-27;5000000;microempresarial
f;servicio;peluqueria;santa cruz;2;2;2018-09-12;6000000;microempresarial
f;comercio;variedades;buenos aires;3;9;2017-10-10;3000000;microempresarial
m;industria;organización y;buenos aires;3;9;2016-11-29;5000000;microempresarial
m;servicio;panaderia;calasanz;3;12;2018-09-24;7800000;microempresarial
m;agropecuaria;jardineria;belen;1;16;2017-02-20;14754000;microempresarial
f;servicio;organización y;popular;2;1;2018-01-23;7300000;microempresarial
f;comercio;variedades;manrique central no. 2;2;3;2016-04-12;2000000;microempresarial
f;comercio;variedades;villa hermosa;2;8;2017-10-30;7377000;microempresarial
m;industria;fabrica de calzado;pedregal;3;6;2018-03-08;4000000;microempresarial
m;comercio;recreativo educativo;manrique oriental;2;3;2018-05-25;7812000;microempresarial
f;comercio;cafeteria;moravia;2;4;2018-02-28;3000000;microempresarial
f;comercio;fabrica de alimentos;doce de octubre no.1;2;6;2018-01-29;2500000;microempresarial
f;industria;fabrica de;castilla;3;5;2018-01-24;7800000;microempresarial
m;servicio;peluqueria;cabecera san cristobal;1;60;2017-04-04;1000000;microempresarial
f;servicio;peluqueria;campo valdes no. 1;3;4;2017-10-04;7377000;microempresarial
f;comercio;ferreteria;picachito;1;6;2018-07-23;1300000;microempresarial
f;comercio;variedades;llanaditas;1;8;2018-03-23;7800000;microempresarial
m;servicio;montallantas;belen;2;16;2017-10-10;5000000;microempresarial
f;servicio;comidas rapidas;aranjuez;2;4;2017-09-20;5000000;microempresarial
m;servicio;montallantas;campo valdes no. 1;3;4;2018-05-15;4000000;microempresarial
f;comercio;variedades;san javier no.1;2;13;2017-03-27;7370000;microempresarial
m;servicio;comidas rapidas;san javier no.2;3;13;2016-11-11;2000000;microempresarial
f;comercio;variedades;manrique central no. 2;2;3;2016-02-24;6000000;microempresarial
m;servicio;peluqueria;20 de julio;1;13;2017-09-22;5000000;microempresarial
f;comercio;comidas rapidas;cabecera san cristobal;2;60;2018-09-05;4000000;microempresarial
m;comercio;tienda;robledo;2;7;2018-12-05;1200000;microempresarial
f;comercio;productos de belleza;robledo;3;7;2017-06-22;4000000;microempresarial
m;comercio;distribuidora de;buenos aires;3;9;2016-02-18;6000000;microempresarial
f;industria;fabrica de;moravia;2;4;2018-09-10;7812000;microempresarial
m;comercio;bares;prado;3;10;2016-04-06;4000000;microempresarial
f;comercio;ferreteria;castilla;3;5;2018-01-30;7800000;microempresarial
f;agropecuaria;sembrados;cabecera san cristobal;2;60;2017-11-21;6000000;agropecuaria
m;industria;fabrica de;sucre;3;8;2016-10-25;6500000;microempresarial
m;comercio;legumbreria;buenos aires;3;9;2016-09-22;6890000;microempresarial
f;industria;fabrica de;castilla;3;5;2017-06-09;5500000;microempresarial
m;servicio;taller de electronica;castilla;2;5;2018-03-06;7000000;microempresarial
m;comercio;almacen de ropa en;manrique central no. 1;2;4;2018-06-06;1000000;microempresarial
f;servicio;peluqueria;la milagrosa;2;9;2018-10-11;4000000;microempresarial
f;comercio;variedades;enciso;2;8;2018-03-23;4000000;microempresarial
f;comercio;tienda;guayabal;3;15;2019-06-05;7500000;microempresarial
f;comercio;peluqueria;doce de octubre no.1;2;6;2016-05-03;6000000;microempresarial
f;comercio;variedades;picacho;1;6;2016-09-28;6890000;microempresarial
f;servicio;recreativo educativo;picacho;1;6;2018-04-09;7800000;microempresarial
m;comercio;tienda naturista;villatina;2;10;2018-03-16;7000000;microempresarial
f;comercio;tienda;san javier no.1;2;13;2016-12-21;1500000;microempresarial
f;comercio;tienda;20 de julio;1;13;2016-06-08;5000000;microempresarial
m;industria;taller de mecanica;calasanz;2;12;2017-05-24;7300000;microempresarial
f;comercio;tienda;robledo;2;7;2016-05-17;6890000;microempresarial
f;servicio;productos de belleza;aranjuez;2;4;2017-03-22;7370000;microempresarial
m;servicio;fabrica de calzado;la milagrosa;2;9;2017-06-16;1200000;microempresarial
m;comercio;almacen de ropa en;la milagrosa;3;9;2016-09-28;6890000;microempresarial
f;servicio;tienda;enciso;2;8;2017-09-04;7377000;microempresarial
f;comercio;almacen de ropa en;manrique oriental;3;3;2016-06-21;6890000;microempresarial
f;servicio;peluqueria;manrique central no. 1;2;4;2017-10-11;7000000;microempresarial
m;comercio;tienda;belen;3;16;2017-07-25;4900000;microempresarial
m;servicio;barberia;santa cruz;2;2;2017-11-03;7300000;microempresarial
f;industria;fabrica de;robledo;2;7;2016-09-01;6000000;microempresarial
f;comercio;tienda;santa cruz;2;2;2018-08-02;5000000;microempresarial
m;comercio;tienda;granizal;2;1;2016-05-26;6890000;microempresarial
f;comercio;variedades;manrique central no. 2;2;3;2016-12-21;1000000;microempresarial
f;comercio;variedades;enciso;1;8;2017-09-20;4000000;microempresarial
